L = 100
T           <E>         <|M|>       Cv          ChiAbs      
2.285          -1.4115        0.616355       4.60679        36.8194        
2.29           -1.39855       0.595978       4.27085        32.2591        
2.295          -1.3975        0.621225       3.45654        16.7002        
2.3            -1.37271       0.529431       5.13243        58.6041        
2.305          -1.39035       0.613765       3.33457        13.7531        
2.31           -1.37258       0.591259       4.19526        16.7804        
2.315          -1.33599       0.349807       6.88729        204.897        
2.32           -1.33691       0.46949        4.88178        44.9319        
2.325          -1.34897       0.560681       3.3759         14.9035        
2.33           -1.32013       0.451161       5.41886        56.3557        
2.335          -1.33489       0.506009       4.79529        60.2998        
2.34           -1.31798       0.461528       5.18546        73.3357        
2.345          -1.31748       0.482811       4.26735        63.443         
2.35           -1.29624       0.397286       6.52233        167.432        
2.355          -1.28694       0.347542       6.59479        120.835        
2.36           -1.28672       0.395446       5.386          78.0812        
2.365          -1.266         0.250699       5.86944        187.845        
2.37           -1.25269       0.176129       5.90057        153.42         
2.375          -1.25916       0.33305        4.9333         148.509        
2.38           -1.24963       0.227977       5.08854        146.368        
2.385          -1.24557       0.230556       5.05557        129.885        
2.39           -1.23593       0.285288       5.97365        92.5283        
2.395          -1.23522       0.269762       5.88446        116.315        
2.4            -1.2172        0.188207       5.42661        127.333        
2.405          -1.21945       0.22877        5.77271        142.104        
2.41           -1.20164       0.14947        6.05474        146.507        
2.415          -1.19516       0.120436       4.99454        96.8997        
2.42           -1.19429       0.171182       4.5829         94.2809        
2.425          -1.18939       0.201443       5.32184        105.08         
2.43           -1.18017       0.15471        5.5892         121.833        
2.435          -1.19796       0.288838       4.83746        90.4808        
2.44           -1.18058       0.133178       5.08689        130.203        
2.445          -1.17146       0.198214       5.66686        86.6662        
2.45           -1.16837       0.142647       5.54296        116.19         
2.455          -1.15788       0.145387       4.94366        78.8093        
2.46           -1.15409       0.143126       5.48433        102.913        
2.465          -1.14699       0.148995       5.18271        106.705        
2.47           -1.143         0.14308        5.84495        97.8701        
2.475          -1.1377        0.140467       4.9283         95.1665        
2.48           -1.13726       0.141044       4.99292        96.3411        
2.485          -1.13081       0.115035       5.17643        97.4463        
2.49           -1.1309        0.119097       5.17207        78.3004        
2.495          -1.13003       0.141153       5.55902        83.5477        
2.5            -1.11726       0.135948       5.30768        84.8319        
2.505          -1.10766       0.105225       4.93009        73.71          
2.51           -1.10772       0.106336       5.10979        77.1714        
2.515          -1.10946       0.129812       4.52695        61.0079        
2.52           -1.10491       0.146886       4.61371        71.019         
2.525          -1.09807       0.105595       4.9209         82.6687        
2.53           -1.08965       0.108088       5.10696        80.173         
2.535          -1.08387       0.0903309      4.84782        67.2822        
2.54           -1.0801        0.116273       4.73275        60.4058        
2.545          -1.07724       0.0906303      4.48052        66.9311        
2.55           -1.07483       0.0944414      4.74295        62.588         
2.555          -1.06819       0.0818526      4.36746        57.4713        
2.56           -1.06607       0.0696353      4.2041         51.544         
2.565          -1.06232       0.0800468      4.3703         56.0331        
2.57           -1.05805       0.0836933      4.44595        55.7697        
2.575          -1.05688       0.0932085      4.62619        56.0162        
2.58           -1.05093       0.0912112      4.18361        49.8029        
2.585          -1.04651       0.0940853      4.66932        61.2197        
2.59           -1.04849       0.0951586      4.36754        52.1102        
2.595          -1.0406        0.0815325      4.29834        52.5898        
2.6            -1.03747       0.0829058      4.15742        51.3188        
2.605          -1.02853       0.073948       4.13627        45.1398        
2.61           -1.02768       0.0815041      4.083          42.6559        
2.615          -1.0287        0.0803652      4.49422        50.3888        
2.62           -1.01708       0.0713155      4.16993        42.7419        
2.625          -1.02019       0.0834765      4.60562        49.5211        
2.63           -1.01796       0.0789972      4.29123        46.8048        
2.635          -1.01134       0.0722628      3.80239        41.7231        
2.64           -1.00848       0.0693746      3.83956        42.6812        
2.645          -1.00669       0.0594863      4.11605        44.2061        
2.65           -1.00021       0.0677472      3.9875         40.4053        
2.655          -0.998474      0.0682105      4.16445        46.136         
2.66           -0.993773      0.0681411      4.08602        39.5341        
2.665          -0.991499      0.0668789      3.91071        36.3336        
2.67           -0.98909       0.0576949      3.93933        40.5555        
2.675          -0.988928      0.0615444      4.00958        40.806         
2.68           -0.980863      0.0626402      3.82899        34.074         
2.685          -0.976492      0.0518222      3.75136        34.5961        
2.69           -0.978351      0.0646262      3.78667        37.1173        
2.695          -0.969785      0.0618945      3.64232        34.0039        
2.7            -0.970389      0.0552868      3.73435        30.2221        
2.705          -0.968154      0.0646828      3.88022        37.1589        
2.71           -0.961859      0.055804       3.57009        30.0646        
2.715          -0.961311      0.0488642      3.65121        32.1077        
2.72           -0.961229      0.0576601      3.62957        32.7483        
2.725          -0.953829      0.0515816      3.54947        33.896         
2.73           -0.951367      0.0531001      3.59416        29.5204        
2.735          -0.947991      0.0540894      3.57964        31.8719        
2.74           -0.946695      0.055808       3.62549        31.4701        
2.745          -0.943012      0.0559566      3.31774        27.2993        
2.75           -0.939908      0.0527167      3.42677        28.3578        
2.755          -0.93644       0.0501187      3.40235        26.8549        
2.76           -0.934999      0.0469767      3.25223        27.137         
2.765          -0.929375      0.0497186      3.12258        25.9949        
2.77           -0.927996      0.0535871      3.3454         28.8555        
2.775          -0.927224      0.0444088      3.38358        27.7292        
2.78           -0.926008      0.0521288      3.23991        25.4352        
2.785          -0.922879      0.0468512      3.35264        25.4283        
2.79           -0.916632      0.0409278      3.33625        24.863         
2.795          -0.916846      0.0564631      3.182          26.1699        
2.8            -0.911083      0.0458186      3.32385        25.6283        
2.805          -0.913969      0.0535144      3.29894        27.728         
2.81           -0.909948      0.0447812      3.23844        25.9205        
2.815          -0.903586      0.0502626      3.27119        26.1261        
2.82           -0.904195      0.0530839      3.21312        25.4326        
2.825          -0.902188      0.0403895      3.4184         23.6435        
2.83           -0.898087      0.0435906      3.16977        24.5252        
2.835          -0.897336      0.0452751      3.18717        24.3247        
2.84           -0.894083      0.0491419      3.17666        23.1346        
2.845          -0.891928      0.0501438      3.18402        23.7851        
2.85           -0.890959      0.0470638      3.07991        23.1189        
2.855          -0.884804      0.0418793      3.25144        22.9519        
2.86           -0.882192      0.0376013      2.87291        20.7656        
2.865          -0.880934      0.0379754      2.87641        19.5916        
2.87           -0.88139       0.0465614      3.08407        22.9051        
2.875          -0.874254      0.0488582      2.98668        21.9736        
2.88           -0.87323       0.0395944      2.97257        20.544         
2.885          -0.872357      0.0438116      3.03975        21.4672        
2.89           -0.867395      0.039184       3.03062        20.3458        
2.895          -0.866776      0.0368111      2.98685        19.4286        
2.9            -0.865245      0.0410526      3.05863        21.0181        
2.905          -0.863727      0.0438156      3.07494        21.4825        
2.91           -0.860972      0.0409127      2.8282         18.9029        
2.915          -0.857521      0.0408561      2.91613        18.9329        
2.92           -0.856392      0.0395261      2.98168        19.7426        
2.925          -0.852938      0.0417789      2.86352        18.0143        
2.93           -0.848669      0.0342203      2.86236        18.8607        
2.935          -0.848613      0.0412959      2.94459        20.5224        
2.94           -0.847393      0.0422062      2.76329        17.2982        
2.945          -0.842808      0.0383774      2.85633        19.1252        
2.95           -0.841086      0.0401252      2.72536        17.0493        
2.955          -0.840285      0.0410151      2.79477        18.1907        
2.96           -0.837871      0.0399658      2.87017        16.6408        
2.965          -0.835272      0.0382944      2.74427        17.0747        
2.97           -0.834177      0.033936       2.81607        17.5239        
2.975          -0.831343      0.0380259      2.74517        16.7355        
2.98           -0.829925      0.0367921      2.68768        15.7951        
2.985          -0.828124      0.039619       2.80323        18.0019        
2.99           -0.824544      0.0366439      2.77746        15.4374        
2.995          -0.820521      0.0333235      2.63047        15.3336        
3              -0.822494      0.0369974      2.62369        16.1524        
